image,box_top,box_left,box_width,box_height,label
frame_s2_127.jpg,333,932,47,49,7
frame_s2_127.jpg,58,258,190,180,2
frame_s2_127.jpg,559,879,69,132,4
frame_s2_128.jpg,324,946,47,51,7
frame_s2_128.jpg,561,886,71,131,4
frame_s2_128.jpg,23,239,203,204,2
frame_s2_129.jpg,569,911,56,126,4
frame_s2_129.jpg,321,953,48,53,7
frame_s2_129.jpg,4,219,218,220,2
frame_s2_13.jpg,278,1090,124,198,7
frame_s2_130.jpg,149,908,58,70,7
frame_s2_130.jpg,464,785,88,152,4
frame_s2_131.jpg,466,816,83,157,4
frame_s2_131.jpg,83,973,70,85,7
frame_s2_131.jpg,267,668,38,34,5
frame_s2_132.jpg,518,664,105,174,4
frame_s2_132.jpg,60,907,73,99,7
frame_s2_133.jpg,24,922,80,113,7
frame_s2_133.jpg,557,550,117,152,4
frame_s2_133.jpg,314,359,49,44,5
frame_s2_134.jpg,312,507,123,217,4
frame_s2_134.jpg,28,263,55,55,5
frame_s2_134.jpg,281,813,331,435,6
frame_s2_135.jpg,238,417,146,238,4
frame_s2_135.jpg,198,815,371,505,6
frame_s2_136.jpg,206,402,184,283,4
frame_s2_136.jpg,173,833,425,541,6
frame_s2_137.jpg,161,290,172,268,4
frame_s2_137.jpg,86,797,440,631,6
frame_s2_138.jpg,112,212,193,292,4
frame_s2_138.jpg,42,743,482,672,6
frame_s2_139.jpg,144,0,208,327,4
frame_s2_139.jpg,46,683,417,661,6
frame_s2_14.jpg,60,496,113,130,2
frame_s2_140.jpg,1,661,432,666,6
frame_s2_141.jpg,120,267,258,427,4
frame_s2_142.jpg,85,400,336,506,4
frame_s2_143.jpg,84,529,374,612,4
frame_s2_144.jpg,1,446,372,616,4
frame_s2_145.jpg,3,470,416,677,4
frame_s2_146.jpg,3,445,425,701,4
frame_s2_147.jpg,20,520,474,697,4
frame_s2_148.jpg,28,515,479,682,4
frame_s2_149.jpg,1,448,484,706,4
frame_s2_15.jpg,98,514,134,135,2
frame_s2_150.jpg,3,609,474,626,4
frame_s2_151.jpg,70,574,84,74,5
frame_s2_152.jpg,148,618,84,71,5
frame_s2_153.jpg,31,648,119,109,5
frame_s2_154.jpg,246,446,70,79,7
frame_s2_155.jpg,23,262,103,104,7
frame_s2_155.jpg,413,75,70,69,7
frame_s2_156.jpg,21,166,112,110,7
frame_s2_156.jpg,253,760,61,52,2
frame_s2_157.jpg,172,588,84,82,2
frame_s2_158.jpg,66,420,223,216,2
frame_s2_159.jpg,52,345,236,230,2
frame_s2_16.jpg,54,470,153,163,2
frame_s2_160.jpg,83,153,147,239,4
frame_s2_160.jpg,48,495,297,508,6
frame_s2_161.jpg,29,17,233,300,4
frame_s2_161.jpg,2,481,424,584,6
frame_s2_162.jpg,83,544,362,580,4
frame_s2_163.jpg,153,726,445,561,4
frame_s2_164.jpg,43,696,101,97,5
frame_s2_165.jpg,74,624,111,96,5
frame_s2_166.jpg,116,588,127,109,5
frame_s2_167.jpg,102,619,138,121,5
frame_s2_168.jpg,2,450,719,589,1
frame_s2_169.jpg,30,313,701,609,1
frame_s2_17.jpg,10,425,205,201,2
frame_s2_170.jpg,28,289,850,657,1
frame_s2_171.jpg,8,297,876,632,1
frame_s2_172.jpg,5,258,905,568,1
frame_s2_173.jpg,361,609,146,226,3
frame_s2_173.jpg,430,206,237,283,3
frame_s2_174.jpg,191,859,98,159,3
frame_s2_174.jpg,238,640,199,269,3
frame_s2_174.jpg,326,217,269,339,3
frame_s2_175.jpg,128,694,235,316,3
frame_s2_175.jpg,67,945,150,225,3
frame_s2_175.jpg,251,195,334,416,3
frame_s2_176.jpg,114,704,243,331,3
frame_s2_176.jpg,55,961,140,224,3
frame_s2_176.jpg,226,139,365,482,3
frame_s2_177.jpg,262,114,342,427,3
frame_s2_177.jpg,125,704,239,348,3
frame_s2_177.jpg,50,956,154,239,3
frame_s2_178.jpg,119,802,273,381,3
frame_s2_178.jpg,275,135,377,420,3
frame_s2_178.jpg,54,1105,135,244,3
frame_s2_178.jpg,57,222,181,192,3
frame_s2_179.jpg,96,843,282,378,3
frame_s2_179.jpg,180,144,378,513,3
frame_s2_180.jpg,83,803,299,385,3
frame_s2_180.jpg,215,32,421,493,3
frame_s2_180.jpg,81,209,236,327,3
frame_s2_181.jpg,73,773,330,427,3
frame_s2_181.jpg,83,77,300,425,3
frame_s2_181.jpg,7,1106,142,221,3
frame_s2_182.jpg,6,360,191,229,3
frame_s2_182.jpg,5,846,185,183,3
frame_s2_182.jpg,132,492,428,555,3
frame_s2_183.jpg,107,894,328,335,3
frame_s2_183.jpg,104,22,298,366,3
frame_s2_184.jpg,101,789,272,379,3
frame_s2_185.jpg,52,550,308,465,3
frame_s2_186.jpg,66,422,365,543,3
frame_s2_187.jpg,35,356,363,572,3
frame_s2_188.jpg,29,404,409,672,3
frame_s2_189.jpg,14,419,473,692,3
frame_s2_19.jpg,441,623,54,110,4
frame_s2_190.jpg,0,469,398,484,3
frame_s2_191.jpg,85,319,304,472,3
frame_s2_192.jpg,127,81,320,440,3
frame_s2_192.jpg,164,489,366,482,3
frame_s2_193.jpg,234,940,336,432,3
frame_s2_193.jpg,268,172,491,450,3
frame_s2_193.jpg,152,684,211,359,3
frame_s2_194.jpg,129,408,392,567,4
frame_s2_195.jpg,28,416,391,571,4
frame_s2_196.jpg,44,439,385,582,4
frame_s2_197.jpg,44,459,394,566,4
frame_s2_198.jpg,45,391,417,588,4
frame_s2_199.jpg,1,184,250,224,3
frame_s2_199.jpg,80,486,442,524,3
frame_s2_2.jpg,192,842,87,73,5
frame_s2_2.jpg,119,440,92,95,7
frame_s2_20.jpg,514,702,61,141,4
frame_s2_20.jpg,305,785,55,48,5
frame_s2_200.jpg,5,119,271,330,3
frame_s2_200.jpg,168,429,443,534,3
frame_s2_200.jpg,54,898,321,413,3
frame_s2_201.jpg,24,903,332,420,3
frame_s2_201.jpg,148,421,478,553,3
frame_s2_201.jpg,4,73,303,315,3
frame_s2_202.jpg,122,367,367,526,3
frame_s2_203.jpg,140,464,358,494,3
frame_s2_204.jpg,55,572,51,46,5
frame_s2_204.jpg,78,721,35,39,7
frame_s2_205.jpg,100,703,60,64,7
frame_s2_205.jpg,56,451,87,78,5
frame_s2_206.jpg,139,683,64,73,7
frame_s2_206.jpg,91,389,95,86,5
frame_s2_207.jpg,118,686,80,83,7
frame_s2_207.jpg,53,351,107,105,5
frame_s2_208.jpg,159,792,92,97,7
frame_s2_208.jpg,78,377,124,114,5
frame_s2_209.jpg,112,255,136,133,5
frame_s2_209.jpg,218,790,116,118,7
frame_s2_21.jpg,267,747,57,50,5
frame_s2_21.jpg,500,645,94,167,4
frame_s2_210.jpg,102,181,159,144,5
frame_s2_210.jpg,227,751,124,128,7
frame_s2_211.jpg,142,274,158,152,5
frame_s2_211.jpg,267,886,142,144,7
frame_s2_212.jpg,131,384,176,169,5
frame_s2_212.jpg,228,1062,166,153,7
frame_s2_213.jpg,268,941,152,158,7
frame_s2_213.jpg,133,233,203,169,5
frame_s2_214.jpg,168,240,214,200,5
frame_s2_214.jpg,337,1038,200,184,7
frame_s2_215.jpg,166,206,230,205,5
frame_s2_215.jpg,351,1054,176,173,7
frame_s2_216.jpg,123,187,223,202,5
frame_s2_216.jpg,302,1045,196,186,7
frame_s2_217.jpg,34,140,266,218,5
frame_s2_22.jpg,464,544,72,157,4
frame_s2_22.jpg,230,633,58,51,5
frame_s2_23.jpg,162,680,61,49,5
frame_s2_23.jpg,398,584,62,151,4
frame_s2_24.jpg,28,460,416,622,3
frame_s2_24.jpg,41,36,298,248,3
frame_s2_25.jpg,4,305,361,329,3
frame_s2_25.jpg,140,603,597,558,3
frame_s2_26.jpg,171,768,434,523,3
frame_s2_26.jpg,2,449,459,404,3
frame_s2_27.jpg,150,525,418,530,3
frame_s2_27.jpg,108,95,289,410,3
frame_s2_28.jpg,74,800,460,636,3
frame_s2_28.jpg,99,279,511,594,3
frame_s2_28.jpg,105,5,305,583,3
frame_s2_29.jpg,43,267,425,654,3
frame_s2_29.jpg,29,63,303,634,3
frame_s2_29.jpg,55,696,580,657,3
frame_s2_3.jpg,199,772,94,80,5
frame_s2_3.jpg,108,322,109,107,7
frame_s2_30.jpg,4,66,348,446,3
frame_s2_30.jpg,101,611,629,610,3
frame_s2_31.jpg,18,232,348,371,3
frame_s2_31.jpg,102,370,462,482,3
frame_s2_32.jpg,134,438,508,543,3
frame_s2_33.jpg,6,313,591,607,3
frame_s2_34.jpg,206,144,739,480,3
frame_s2_35.jpg,78,202,657,623,3
frame_s2_36.jpg,1,287,386,686,3
frame_s2_36.jpg,197,692,588,508,3
frame_s2_37.jpg,10,91,437,462,3
frame_s2_37.jpg,92,504,385,598,3
frame_s2_38.jpg,220,339,430,462,3
frame_s2_38.jpg,41,339,121,186,3
frame_s2_39.jpg,194,640,475,516,3
frame_s2_39.jpg,2,451,212,369,3
frame_s2_4.jpg,180,840,109,90,5
frame_s2_4.jpg,68,294,113,120,7
frame_s2_40.jpg,120,502,420,468,3
frame_s2_41.jpg,8,616,308,685,3
frame_s2_42.jpg,86,400,255,292,3
frame_s2_42.jpg,188,186,334,466,3
frame_s2_43.jpg,168,-2,413,532,3
frame_s2_43.jpg,14,315,351,439,3
frame_s2_44.jpg,67,648,248,274,3
frame_s2_44.jpg,69,187,184,270,3
frame_s2_44.jpg,238,783,342,431,3
frame_s2_44.jpg,55,138,230,621,3
frame_s2_45.jpg,102,576,338,511,3
frame_s2_45.jpg,13,447,152,367,3
frame_s2_45.jpg,2,1,192,140,3
frame_s2_46.jpg,32,269,269,282,3
frame_s2_46.jpg,74,762,310,599,3
frame_s2_46.jpg,55,16,200,414,3
frame_s2_47.jpg,6,762,340,435,3
frame_s2_47.jpg,34,356,350,320,3
frame_s2_47.jpg,217,23,450,462,3
frame_s2_48.jpg,64,965,279,399,3
frame_s2_48.jpg,31,652,309,535,3
frame_s2_49.jpg,266,354,388,303,3
frame_s2_49.jpg,116,542,282,250,3
frame_s2_5.jpg,197,854,118,102,5
frame_s2_5.jpg,59,239,138,143,7
frame_s2_52.jpg,412,561,91,196,4
frame_s2_52.jpg,73,697,77,69,5
frame_s2_53.jpg,5,687,110,69,5
frame_s2_53.jpg,451,496,131,249,4
frame_s2_54.jpg,4,664,129,95,5
frame_s2_54.jpg,522,461,141,196,4
frame_s2_55.jpg,370,446,184,322,4
frame_s2_56.jpg,118,542,108,114,5
frame_s2_57.jpg,193,567,141,139,5
frame_s2_58.jpg,280,538,42,53,7
frame_s2_59.jpg,72,530,105,113,7
frame_s2_6.jpg,194,856,125,108,5
frame_s2_6.jpg,39,193,145,146,7
frame_s2_60.jpg,53,551,103,118,7
frame_s2_61.jpg,446,669,36,77,7
frame_s2_61.jpg,0,482,104,84,7
frame_s2_62.jpg,503,536,84,104,7
frame_s2_63.jpg,36,278,723,436,1
frame_s2_64.jpg,161,424,392,537,3
frame_s2_65.jpg,64,438,395,615,3
frame_s2_66.jpg,92,372,346,404,1
frame_s2_67.jpg,0,283,406,451,1
frame_s2_68.jpg,24,637,495,623,3
frame_s2_69.jpg,101,589,515,592,3
frame_s2_7.jpg,117,915,136,112,5
frame_s2_7.jpg,18,204,145,97,7
frame_s2_70.jpg,91,431,528,585,3
frame_s2_71.jpg,90,511,510,526,3
frame_s2_72.jpg,74,510,599,565,3
frame_s2_73.jpg,150,83,531,477,3
frame_s2_73.jpg,95,724,543,522,3
frame_s2_74.jpg,163,689,570,523,3
frame_s2_74.jpg,182,100,498,450,3
frame_s2_76.jpg,191,517,57,48,5
frame_s2_77.jpg,203,576,67,54,5
frame_s2_78.jpg,179,592,85,70,5
frame_s2_79.jpg,169,579,105,87,5
frame_s2_8.jpg,71,905,149,123,5
frame_s2_80.jpg,41,541,130,119,5
frame_s2_81.jpg,13,550,140,123,5
frame_s2_82.jpg,4,455,193,143,5
frame_s2_83.jpg,97,597,183,177,5
frame_s2_84.jpg,69,488,413,610,6
frame_s2_85.jpg,2,490,412,607,6
frame_s2_86.jpg,12,502,411,630,6
frame_s2_87.jpg,40,497,403,652,6
frame_s2_88.jpg,48,461,423,672,6
frame_s2_89.jpg,20,491,395,682,6
frame_s2_9.jpg,454,530,79,110,7
frame_s2_90.jpg,38,404,413,662,6
frame_s2_91.jpg,9,478,455,704,6
frame_s2_92.jpg,12,479,463,698,6
frame_s2_93.jpg,20,430,474,677,6
frame_s2_94.jpg,2,394,523,710,6
frame_s2_95.jpg,9,412,550,706,6
frame_s2_96.jpg,7,486,516,701,6
frame_s2_97.jpg,1,497,507,631,6
frame_s2_98.jpg,182,699,34,26,5
frame_s2_98.jpg,92,560,67,64,2
frame_s2_98.jpg,373,749,92,140,3
frame_s2_99.jpg,445,696,109,182,3
frame_s2_99.jpg,201,623,36,30,5
frame_s2_99.jpg,53,433,97,100,2
frame_s3_1.jpg,39,397,520,589,3
frame_s3_10.jpg,67,347,356,560,6
frame_s3_10.jpg,149,702,187,410,4
frame_s3_100.jpg,8,347,147,125,5
frame_s3_100.jpg,260,785,487,378,1
frame_s3_1000.jpg,363,530,57,76,7
frame_s3_1000.jpg,13,168,121,111,7
frame_s3_1000.jpg,13,697,89,72,7
frame_s3_1000.jpg,423,55,138,266,7
frame_s3_1001.jpg,365,524,59,74,7
frame_s3_1001.jpg,12,692,81,65,7
frame_s3_1001.jpg,13,165,120,114,7
frame_s3_1001.jpg,419,59,127,274,7
frame_s3_1002.jpg,364,519,62,75,7
frame_s3_1002.jpg,12,162,120,115,7
frame_s3_1002.jpg,422,63,119,268,7
frame_s3_1002.jpg,11,683,90,89,7
frame_s3_1003.jpg,362,517,62,77,7
frame_s3_1003.jpg,12,161,118,115,7
frame_s3_1003.jpg,12,682,91,81,7
frame_s3_1003.jpg,422,54,124,268,7
frame_s3_1004.jpg,362,515,59,77,7
frame_s3_1004.jpg,12,158,117,114,7
frame_s3_1004.jpg,12,675,93,93,7
frame_s3_1004.jpg,423,54,123,266,7
frame_s3_1005.jpg,364,514,52,75,7
frame_s3_1005.jpg,12,154,117,114,7
frame_s3_1005.jpg,421,52,124,267,7
frame_s3_1005.jpg,16,675,90,79,7
frame_s3_1006.jpg,364,512,51,74,7
frame_s3_1006.jpg,12,150,119,114,7
frame_s3_1006.jpg,422,49,126,265,7
frame_s3_1007.jpg,363,507,55,76,7
frame_s3_1007.jpg,12,148,122,114,7
frame_s3_1007.jpg,419,47,127,266,7
frame_s3_1007.jpg,14,668,87,79,7
frame_s3_1008.jpg,364,503,58,75,7
frame_s3_1008.jpg,13,149,120,113,7
frame_s3_1008.jpg,12,665,87,87,7
frame_s3_1008.jpg,422,46,129,262,7
frame_s3_1009.jpg,363,501,62,75,7
frame_s3_1009.jpg,13,150,118,115,7
frame_s3_1009.jpg,12,665,86,85,7
frame_s3_1009.jpg,421,48,127,262,7
frame_s3_101.jpg,51,381,147,141,5
